,Code,zeo_num_atoms,zeo_a,zeo_b,zeo_c,zeo_alpha,zeo_beta,zeo_gamma,zeo_volume,zeo_largest_free_sphere,zeo_largest_free_sphere_a,zeo_largest_free_sphere_b,zeo_largest_free_sphere_c,zeo_largest_included_sphere,zeo_largest_included_sphere_a,zeo_largest_included_sphere_b,zeo_largest_included_sphere_c,zeo_largest_included_sphere_fsp,zeo_num_atoms_per_vol,zeo_chan_num_channels,zeo_chan_0_dim,zeo_chan_1_dim,zeo_chan_2_dim,zeo_chan_3_dim,zeo_chan_4_dim,zeo_chan_5_dim,zeo_chan_0_di,zeo_chan_0_df,zeo_chan_0_dif,zeo_chan_1_di,zeo_chan_1_df,zeo_chan_1_dif,zeo_chan_2_di,zeo_chan_2_df,zeo_chan_2_dif,zeo_chan_3_di,zeo_chan_3_df,zeo_chan_3_dif,zeo_chan_4_di,zeo_chan_4_df,zeo_chan_4_dif,zeo_chan_5_di,zeo_chan_5_df,zeo_chan_5_dif,zeo_density,zeo_asa_a2,zeo_asa_m2_cm3,zeo_asa_m2_g,zeo_nasa_a2,zeo_nasa_m2_cm3,zeo_nasa_m2_g,zeo_sa_num_channels,zeo_chan_0_sa_a2,zeo_chan_1_sa_a2,zeo_chan_2_sa_a2,zeo_chan_3_sa_a2,zeo_chan_4_sa_a2,zeo_chan_5_sa_a2,zeo_sa_num_pockets,zeo_poc_0_sa_a2,zeo_poc_1_sa_a2,zeo_poc_2_sa_a2,zeo_poc_3_sa_a2,zeo_poc_4_sa_a2,zeo_poc_5_sa_a2,zeo_poc_6_sa_a2,zeo_poc_7_sa_a2,zeo_poc_8_sa_a2,zeo_poc_9_sa_a2,zeo_poc_10_sa_a2,zeo_poc_11_sa_a2,zeo_poc_12_sa_a2,zeo_poc_13_sa_a2,zeo_poc_14_sa_a2,zeo_poc_15_sa_a2,zeo_poc_16_sa_a2,zeo_poc_17_sa_a2,zeo_poc_18_sa_a2,zeo_poc_19_sa_a2,zeo_poc_20_sa_a2,zeo_poc_21_sa_a2,zeo_poc_22_sa_a2,zeo_poc_23_sa_a2,zeo_poc_24_sa_a2,zeo_av_a3,zeo_av_frac,zeo_av_cm3_g,zeo_nav_a3,zeo_nav_frac,zeo_nav_cm3_g,zeo_chan_0_vol_a3,zeo_chan_1_vol_a3,zeo_chan_2_vol_a3,zeo_chan_3_vol_a3,zeo_chan_4_vol_a3,zeo_chan_5_vol_a3,zeo_poc_0_vol_a3,zeo_poc_1_vol_a3,zeo_poc_2_vol_a3,zeo_poc_3_vol_a3,zeo_poc_4_vol_a3,zeo_poc_5_vol_a3,zeo_poc_6_vol_a3,zeo_poc_7_vol_a3,zeo_poc_8_vol_a3,zeo_poc_9_vol_a3,zeo_poc_10_vol_a3,zeo_poc_11_vol_a3,zeo_poc_12_vol_a3,zeo_poc_13_vol_a3,zeo_poc_14_vol_a3,zeo_poc_15_vol_a3,zeo_poc_16_vol_a3,zeo_poc_17_vol_a3,zeo_poc_18_vol_a3,zeo_poc_19_vol_a3,zeo_poc_20_vol_a3,zeo_poc_21_vol_a3,zeo_poc_22_vol_a3,zeo_poc_23_vol_a3,zeo_poc_24_vol_a3,zeo_poav_a3,zeo_poav_frac,zeo_poav_cm3_g,zeo_ponav_a3,zeo_ponav_frac,zeo_ponav_cm3_g,zeo_probe_rad,zeo_N_points,zeo_probe_ctr_A_fract,zeo_probe_ctr_NA_fract,zeo_A_fract,zeo_NA_fract,zeo_narrow_fract,zeo_ovlpvfract,zeo_deriv_mean,zeo_deriv_variance,zeo_deriv_skewness,zeo_deriv_kurtosis,zeo_cum_mean,zeo_cum_variance,zeo_cum_skewness,zeo_cum_kurtosis,zeo_num_si
18,PON,72,8.89876200047647,9.142606000265353,16.038561000778532,89.99944918057923,89.9990176750284,89.99932677672147,1304.8632385015164,3.7829,3.7829,1.40761,1.62536,4.4619,4.4619,4.46168,4.46168,4.4619,0.0551781963623127,2,1,1,0,0,0,0,4.46187,3.78494,4.46187,4.46161,3.77705,4.46161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83508,235.467,1804.53,983.357,0.0,0.0,0.0,2,116.457,119.01,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.627,0.08708,0.0474531,0.0,0.0,0.0,57.414,56.2135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.803,0.30946,0.168636,0.0,0.0,0.0,1,50000,0.08708,0.0,0.30946,0.0,0.0863,0.60424,0.0332225904983388,0.1145207130172894,11.818230189609269,139.9773783159794,0.1475047940199335,0.1240212351774002,1.9734028968532291,1.905822892495605,24.0
19,OSI,96,18.210164980346224,18.214198635728916,5.042644007378074,90.15590700236,90.03174248275745,90.61727969517496,1672.458584737943,5.74452,1.21849,1.2333,5.74452,6.0572,5.91035,6.02136,6.0572,6.0572,0.0574005245188431,2,1,1,0,0,0,0,5.9529,5.63614,5.9529,6.0571,5.74439,6.0571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90898,173.356,1036.53,542.976,2.23093,13.3392,6.9876,2,84.3407,89.0151,0.0,0.0,0.0,0.0,6,0.582273,0.0603814,0.100282,1.14619,0.0603814,0.281426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.396,0.0971,0.0508647,0.0668983,4e-05,2.09535e-05,81.2146,81.1811,0.0,0.0,0.0,0.0,0.0668983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.319,0.22202,0.116303,6.0543,0.00362,0.0018963,1,50000,0.0971,4e-05,0.22202,0.00362,0.15074,0.62362,0.0332225989036544,0.1180422124281753,11.647022733564825,144.8968869150919,0.2007020863787375,0.159347011048742,1.4928356723470435,0.2368059395482289,32.0
20,SFG,222,25.228467179982477,12.490934832953696,12.882881000310023,89.99948444370057,90.00060510760932,90.2790176015789,4059.697299745161,4.92178,4.3485,2.00367,4.92178,6.18167,6.17801,4.45912,6.17801,6.17801,0.0546838800060131,1,3,0,0,0,0,0,6.18184,4.92184,6.18184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81864,553.602,1363.65,749.821,13.6634,33.6563,18.5063,1,553.602,0.0,0.0,0.0,0.0,0.0,4,3.42689,4.02646,2.84462,3.36545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.053,0.11948,0.0656976,1.78627,0.00044,0.000241939,485.053,0.0,0.0,0.0,0.0,0.0,0.487164,0.649552,0.243582,0.40597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.45,0.27156,0.149321,38.1612,0.0094,0.00516871,1,50000,0.11948,0.00044,0.27156,0.0094,0.12012,0.59892,0.0332225952159468,0.0794779712786462,11.258239840819616,130.39290253898653,0.2004783588039868,0.1560133463537774,1.4757326667370132,0.2025710224469032,74.0
21,FRA,180,12.363955,12.36395464499648,25.399989,90.0,90.0,119.99999827431331,3362.6292530256496,1.64068,1.64068,1.63794,1.5676,5.58291,5.58291,5.58291,5.58291,5.58291,0.0535295408609314,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78025,0.0,0.0,0.0,574.001,1707.0,958.857,0,0.0,0.0,0.0,0.0,0.0,0.0,10,60.1566,55.9236,57.0729,58.5772,58.0842,92.3991,19.7446,97.4634,18.6133,55.9663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.535,0.09562,0.0537117,0.0,0.0,0.0,0.0,0.0,0.0,29.7929,33.7608,31.8777,32.8865,32.752,60.5946,5.31295,59.115,3.9679,31.4742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.51,0.33382,0.187513,1,50000,0.0,0.09562,0.0,0.33382,0.08196,0.58422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
22,SAS,96,13.999652,13.99965,10.205139,90.0,90.0,90.0,2000.1075206246785,3.56886,1.38973,1.38973,3.56886,8.2278,8.2278,8.2278,8.2278,8.2278,0.0479974196437284,2,1,1,0,0,0,0,8.22749,3.56883,8.22749,8.22748,3.56895,8.22748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59626,359.759,1798.7,1126.82,6.46963,32.3464,20.2638,2,179.569,180.19,0.0,0.0,0.0,0.0,4,2.16949,1.30579,1.26589,1.72846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.499,0.17924,0.112287,0.760041,0.00038,0.000238056,178.57,179.93,0.0,0.0,0.0,0.0,0.160009,0.200011,0.160009,0.240013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787.082,0.39352,0.246526,32.1217,0.01606,0.010061,1,50000,0.17924,0.00038,0.39352,0.01606,0.06312,0.5273,0.0332225980066445,0.156424968154889,12.138054807673054,145.3947302900143,0.2755076611295681,0.1993688077581099,1.0037005437496629,-0.9924594331738216,32.0
23,HEU,108,17.48290347771542,17.549897000001824,7.344072090947706,89.99999990746805,116.35666754086114,90.00004966177836,2019.0925709203264,3.28708,2.56087,0.91587,3.28708,5.21399,5.20269,5.21395,5.20269,5.20269,0.0534893751556781,2,2,2,0,0,0,0,5.21396,3.28712,5.21396,5.21399,3.2871,5.21399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77891,415.231,2056.52,1156.06,0.0,0.0,0.0,2,203.729,211.502,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.177,0.114,0.0640842,0.0,0.0,0.0,116.542,113.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.055,0.35068,0.197132,0.0,0.0,0.0,1,50000,0.114,0.0,0.35068,0.0,0.06258,0.58674,0.0332226077740863,0.0715825623849307,8.496330848097669,70.48119273139052,0.1649181063122923,0.1323094766279365,1.803973314616101,1.3221633236785886,36.0
24,POS,192,18.699740159177,18.709228000000028,11.557731743581522,89.99999693757317,89.74994233446546,89.9999999933446,4043.522960658313,6.22026,4.63009,4.63009,6.22026,6.62043,6.61388,6.61388,6.61388,6.61388,0.0474833460494907,1,3,0,0,0,0,0,6.62041,6.22022,6.61384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57917,757.03,1872.2,1185.56,2.41526,5.97315,3.78247,1,757.03,0.0,0.0,0.0,0.0,0.0,4,0.905721,0.301907,0.603814,0.603814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.609,0.2116,0.133995,0.0808705,2e-05,1.26649e-05,855.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0808705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1659.87,0.4105,0.259947,3.96265,0.00098,0.000620581,1,50000,0.2116,2e-05,0.4105,0.00098,0.07198,0.51654,0.033222582026578,0.0619611771633758,10.399324740436064,118.68479445925384,0.2141764385382059,0.1625171646687797,1.369693217200178,-0.0950653260288056,64.0
25,IWS,408,26.463143,26.562549,12.919827,90.0,90.0,90.0,9081.715034962925,6.27585,5.98417,6.03594,6.27585,7.75422,7.75422,7.74496,7.74496,7.74496,0.0449254351660755,1,3,0,0,0,0,0,7.75435,6.27582,7.74909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4941,1671.55,1840.56,1231.89,7.99858,8.80735,5.89476,1,1671.55,0.0,0.0,0.0,0.0,0.0,12,0.724577,0.86476,0.582273,0.44209,1.10629,0.521891,0.581212,0.561792,0.803318,0.502471,0.402189,0.905721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2249.36,0.24768,0.165772,0.544903,6e-05,4.0158e-05,2249.36,0.0,0.0,0.0,0.0,0.0,0.181634,0.0,0.0,0.0,0.181634,0.0,0.0,0.181634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3941.65,0.43402,0.29049,13.0777,0.00144,0.000963793,1,50000,0.24768,6e-05,0.43402,0.00144,0.07178,0.49276,0.0332226079734219,0.0820876055644443,11.654932963365948,137.39678045418165,0.2517617275747508,0.1825182999772221,1.120658342337503,-0.720326553234365,136.0
26,LEV,162,12.97867800000031,12.978677991133342,22.461516000000444,89.9999816509124,90.000019032584,119.9999809982831,3276.654834903313,2.85884,2.85884,2.85884,2.03714,6.20208,6.19993,6.18075,6.19993,6.18075,0.0494406668271424,1,3,0,0,0,0,0,6.20212,2.85885,6.20212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64426,673.495,2055.43,1250.07,5.20194,15.8758,9.65526,1,673.495,0.0,0.0,0.0,0.0,0.0,3,1.9216,2.12004,1.1603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.379,0.1521,0.0925035,0.458732,0.00014,8.51446e-05,498.379,0.0,0.0,0.0,0.0,0.0,0.0655331,0.196599,0.196599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.41,0.39504,0.240254,24.0506,0.00734,0.00446401,1,50000,0.1521,0.00014,0.39504,0.00734,0.05642,0.5412,0.0332225649900332,0.1091119608471264,11.581773706181275,141.16709871288708,0.2071731096345515,0.1626916093967337,1.43853222950602,0.0776616601261195,54.0
27,TSC,1152,30.48759,30.48759,30.48759,90.0,90.0,90.0,28338.005882329915,3.60868,3.60868,3.6085,3.6085,15.64781,15.64781,15.55162,15.64631,15.64781,0.0406521194463554,1,3,0,0,0,0,0,15.6477,3.60874,15.6477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35198,5026.2,1773.66,1311.9,459.905,162.293,120.041,1,5026.2,0.0,0.0,0.0,0.0,0.0,40,2.00352,2.08332,2.58579,1.78142,1.80508,1.96256,2.60521,2.34215,47.9228,51.4987,48.6555,49.5492,2.32273,2.34427,1.9043,2.00246,2.84674,1.54201,2.0466,1.8019,2.46715,1.90218,1.70268,1.60239,2.02506,8126.21,0.28676,0.212104,214.235,0.00756,0.0055918,8126.21,0.0,0.0,0.0,0.0,0.0,0.56676,0.0,0.0,0.0,0.0,0.0,0.56676,0.56676,23.8039,25.5042,23.2372,34.0056,0.0,0.56676,0.0,0.56676,0.0,0.56676,1.13352,0.0,0.56676,0.56676,0.0,0.0,0.56676,13038.3,0.4601,0.340316,747.557,0.02638,0.0195121,1,50000,0.28676,0.00756,0.4601,0.02638,0.06888,0.44464,0.0332225986644518,0.1052142244217341,11.454437350467892,133.0277141118086,0.4801607277408635,0.2153740973918206,-0.0331011301126936,-1.935829441306793,384.0
28,ZON,96,6.916760000008819,15.002229000004164,17.209349000025362,90.00008196273406,89.99981898804795,89.99998407814921,1785.7593762492995,3.00738,2.25565,3.00738,1.03448,5.2946,5.21569,5.27832,5.20761,5.27832,0.0537586425566654,2,2,2,0,0,0,0,5.2783,3.00739,5.2783,5.29461,2.99563,5.29461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78787,346.439,1940.01,1085.1,0.0,0.0,0.0,2,172.27,174.169,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.647,0.10172,0.0568947,0.0,0.0,0.0,91.8595,89.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.48,0.34522,0.193091,0.0,0.0,0.0,1,50000,0.10172,0.0,0.34522,0.0,0.0712,0.58358,0.0332226214717608,0.1409656371942285,12.105636043013565,144.87300711451385,0.1748549468438538,0.1431266991977336,1.7025173571096992,0.9012317265433878,32.0
29,SAO,168,13.559508,13.559507,21.505838,90.0,90.0,90.0,3954.068614417339,6.1678,6.1678,6.16776,6.1676,7.93415,7.93415,7.93415,7.64096,7.93415,0.0424878818206233,1,3,0,0,0,0,0,7.93407,6.16776,7.93407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41303,778.643,1969.22,1393.61,7.65955,19.3713,13.7091,1,778.643,0.0,0.0,0.0,0.0,0.0,4,0.598511,3.08084,0.559671,3.42053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.56,0.27252,0.192862,0.237244,6e-05,4.24619e-05,1077.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0790814,0.0,0.158163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1867.35,0.47226,0.334218,10.4387,0.00264,0.00186832,1,50000,0.27252,6e-05,0.47226,0.00264,0.05906,0.46604,0.0332226199667774,0.055519894097117,7.997330702139891,64.55789247268137,0.2538156212624585,0.1829638953839231,1.1266307802076403,-0.6864888927007797,56.0
30,ASV,60,8.481045000004835,8.481043000004775,13.832019000000182,89.99999585773406,90.00001504026395,90.00012160342892,994.9109472205628,3.78669,0.79957,0.7973,3.78669,4.62606,4.62606,4.62162,4.62606,4.62606,0.0603069050226246,1,1,0,0,0,0,0,4.62278,3.78507,4.62278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00564,150.319,1510.88,753.316,0.0,0.0,0.0,1,150.319,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7877,0.07316,0.0364771,0.0,0.0,0.0,72.7877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.284,0.26262,0.130941,0.0,0.0,0.0,1,50000,0.07316,0.0,0.26262,0.0,0.08244,0.65494,0.0332225693355481,0.0976296945374593,11.513263752845262,134.5297504795059,0.1527467209302325,0.1266888272718438,1.9116369638292892,1.677898667781724,20.0
31,MTN,408,19.10841547427884,19.11329659373984,19.16968175517108,89.89523257177282,89.78136311798694,89.95317185206281,7001.178445980532,1.48331,1.48331,1.42141,1.42141,5.8677,5.75925,5.77791,5.8677,5.75925,0.0582759035708107,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9381,0.0,0.0,0.0,955.369,1364.58,704.084,0,0.0,0.0,0.0,0.0,0.0,0.0,24,25.8495,21.5165,20.9067,72.634,73.4511,23.0066,69.5531,25.0819,72.7512,24.8965,24.335,25.0886,69.1728,72.0662,71.1675,24.1719,24.4544,23.3506,24.4247,73.5913,24.4791,22.9064,23.0752,23.4378,0.0,0.0,0.0,0.0,476.78,0.0681,0.0351375,0.0,0.0,0.0,0.0,0.0,0.0,7.7013,6.72113,7.7013,49.5683,38.3665,8.40141,47.468,8.12137,46.0678,8.96151,7.98134,8.68146,42.9872,44.5275,42.8472,8.12137,6.86115,8.26139,10.2217,36.5462,7.1412,7.42125,7.98134,8.12137,0.0,0.0,0.0,0.0,1782.5,0.2546,0.131366,1,50000,0.0,0.0681,0.0,0.2546,0.10764,0.63776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0
32,IMF,864,14.090268000006388,56.89717900026896,19.79094900010442,90.00035370507312,89.99990198803472,90.00005058031732,15866.334555776306,4.57983,4.57983,1.00048,4.56856,6.65692,6.06907,6.65692,6.06907,6.06907,0.0544549213280928,2,2,2,0,0,0,0,6.657,4.57647,6.06731,6.64438,4.57981,6.06925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81102,2537.93,1599.57,883.24,22.1609,13.9672,7.71235,2,1264.64,1273.29,0.0,0.0,0.0,0.0,12,2.42195,2.98374,3.0021,2.43925,0.0,0.0,3.08508,2.62251,2.70232,2.90394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2094.99,0.13204,0.0729091,3.80792,0.00024,0.000132522,1036.07,1058.92,0.0,0.0,0.0,0.0,0.95198,0.0,0.95198,0.317327,0.0,0.0,0.317327,0.317327,0.634653,0.317327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4736.1,0.2985,0.164824,46.3297,0.00292,0.00161235,1,50000,0.13204,0.00024,0.2985,0.00292,0.10682,0.59176,0.0332225687707641,0.0253700654543139,5.626343800498839,32.35139807966418,0.192189830564784,0.1435148521987539,1.5671020861775735,0.567045057411502,288.0
33,JOZ,60,7.101411000001197,12.795813000004417,13.42119100000242,90.00006549631125,89.99998766270281,90.00006809448293,1219.561175095405,3.06922,2.65992,3.06922,2.60949,4.37085,4.36982,4.37085,4.36463,4.37085,0.0491980240313129,1,3,0,0,0,0,0,4.37091,3.06925,4.37091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63619,314.73,2580.68,1577.25,0.0,0.0,0.0,1,314.73,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.2,0.1002,0.0612398,0.0,0.0,0.0,122.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.801,0.4131,0.252476,0.0,0.0,0.0,1,50000,0.1002,0.0,0.4131,0.0,0.0465,0.5404,0.0332225963455149,0.0787391710956925,11.008721927119003,125.03247573090374,0.1401250564784053,0.115613960678134,2.032353210639157,2.170897097231653,20.0
34,FAU,576,24.226474,24.226474,24.226474,90.0,90.0,90.0,14219.05160199118,6.76494,6.76488,6.76494,6.76494,10.56867,10.56384,10.56867,10.56384,10.56867,0.0405090308498028,1,3,0,0,0,0,0,10.5764,6.76486,10.5764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34722,2277.99,1602.07,1189.16,423.937,298.147,221.305,1,2277.99,0.0,0.0,0.0,0.0,0.0,24,51.5153,1.1776,53.0499,1.31672,48.326,1.39653,47.8568,1.23692,1.23692,1.35663,1.35663,1.19702,49.1605,52.4613,1.57661,1.15712,1.43643,1.47633,49.0838,50.8147,1.61651,1.19702,1.47633,1.45691,0.0,4075.46,0.28662,0.212749,236.605,0.01664,0.0123514,4075.46,0.0,0.0,0.0,0.0,0.0,28.4381,0.284381,32.9882,0.0,29.0069,0.284381,26.4474,0.0,0.0,0.284381,0.0,0.0,28.7225,30.9975,0.0,0.0,0.284381,0.0,23.3192,35.5476,0.0,0.0,0.0,0.0,0.0,6334.59,0.4455,0.330681,786.882,0.05534,0.0410772,1,50000,0.28662,0.01664,0.4455,0.05534,0.05798,0.44118,0.033222586744186,0.1442460709215384,12.11788153349634,145.07314663579797,0.3519689077076412,0.2274601998631288,0.6190760238347578,-1.6164236286591078,192.0
35,SFN,96,25.060272602352715,5.026040178308566,14.75631828714934,88.39408083994203,103.0948899741701,91.00156407007564,1809.4559699367023,6.07256,1.1374,6.07256,1.43543,7.15358,7.15358,7.15077,7.15358,7.15077,0.0530546206124917,2,1,1,0,0,0,0,7.15062,6.07242,7.15062,7.15345,6.07227,7.15345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76445,244.248,1349.84,765.021,2.77754,15.3502,8.69968,2,120.434,123.814,0.0,0.0,0.0,0.0,2,1.56992,1.20763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.442,0.16604,0.0941029,0.108567,6e-05,3.40049e-05,149.316,151.126,0.0,0.0,0.0,0.0,0.0361891,0.0723782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.106,0.31286,0.177313,9.51774,0.00526,0.0029811,1,50000,0.16604,6e-05,0.31286,0.00526,0.10724,0.57464,0.0332226079734219,0.1566890606603747,12.138016259214,145.41803655640234,0.238984561461794,0.1816581232408788,1.222784456419267,-0.5046533192470868,32.0
